taiwanese_humpback_dolphin,taiwanese_humpback_dolphin
indian_ocean_humpback_dolphin,indian_ocean_humpback_dolphin
australian_humpback_dolphin,australian_humpback_dolphin
tucuxi,tucuxi
guiana_dolphin,guiana_dolphin
pantropical_spotted_dolphin,pantropical_spotted_dolphin
offshore_pantropical_spotted_dolphin,offshore_pantropical_spotted_dolphin
coastal_pantropical_spotted_dolphin,coastal_pantropical_spotted_dolphin
clymene_dolphin,clymene_dolphin
striped_dolphin,striped_dolphin
atlantic_spotted_dolphin,atlantic_spotted_dolphin
spinner_dolphin,spinner_dolphin
central_american_spinner_dolphin,central_american_spinner_dolphin
grays_spinner_dolphin,grays_spinner_dolphin
eastern_spinner_dolphin,eastern_spinner_dolphin
dwarf_spinner_dolphin,dwarf_spinner_dolphin
rough-toothed_dolphin,rough-toothed_dolphin
indo-pacific_bottlenose_dolphin,indo-pacific_bottlenose_dolphin
tamanends_bottlenose_dolphin,tamanends_bottlenose_dolphin
common_bottlenose_dolphin,common_bottlenose_dolphin
lahilles_bottlenose_dolphin,lahilles_bottlenose_dolphin
eastern_tropical_pacific_bottlenose_dolphin,eastern_tropical_pacific_bottlenose_dolphin
black_sea_bottlenose_dolphin,black_sea_bottlenose_dolphin
indo-pacific_finless_porpoise,indo-pacific_finless_porpoise
narrow-ridged_finless_porpoise,narrow-ridged_finless_porpoise
yangtze_finless_porpoise,yangtze_finless_porpoise
east_asian_finless_porpoise,east_asian_finless_porpoise
spectacled_porpoise,spectacled_porpoise
harbor_porpoise,harbor_porpoise
atlantic_harbor_porpoise,atlantic_harbor_porpoise
pacific_harbor_porpoise,pacific_harbor_porpoise
black_sea_harbor_porpoise,black_sea_harbor_porpoise
vaquita,vaquita
burmeisters_porpoise,burmeisters_porpoise
dalls_porpoise,dalls_porpoise
dalli-type_dalls_porpoise,dalli-type_dalls_porpoise
truei-type_dalls_porpoise,truei-type_dalls_porpoise
